"Country","Sample","X","Y","aet_03","aet_04","aet_05","aet_06","aet_07","aet_08","aet_09","aet_10","aet_lt","def_03","def_04","def_05","def_06","def_07","def_08","def_09","def_10","def_lt","moist_03","moist_04","moist_05","moist_06","moist_07","moist_08","moist_09","moist_10","moist_lt","name","pdsi_03","pdsi_04","pdsi_05","pdsi_06","pdsi_07","pdsi_08","pdsi_09","pdsi_10","pdsi_lt","pet_03","pet_04","pet_05","pet_06","pet_07","pet_08","pet_09","pet_10","pet_lt","pr_03","pr_04","pr_05","pr_06","pr_07","pr_08","pr_09","pr_10","pr_lt","srad_03","srad_04","srad_05","srad_06","srad_07","srad_08","srad_09","srad_10","srad_lt","swe_03","swe_04","swe_05","swe_06","swe_07","swe_08","swe_09","swe_10","swe_lt","tmmn_03","tmmn_04","tmmn_05","tmmn_06","tmmn_07","tmmn_08","tmmn_09","tmmn_10","tmmn_lt","tmmx_03","tmmx_04","tmmx_05","tmmx_06","tmmx_07","tmmx_08","tmmx_09","tmmx_10","tmmx_lt","vap_03","vap_04","vap_05","vap_06","vap_07","vap_08","vap_09","vap_10","vap_lt","vpd_03","vpd_04","vpd_05","vpd_06","vpd_07","vpd_08","vpd_09","vpd_10","vpd_lt","bulk","clay","ph","soc","water","soil_moisture_03","soil_moisture_03_1","soil_moisture_05","soil_moisture_06","soil_moisture_07","soil_moisture_08","soil_moisture_09","soil_moisture_10","soil_moisture_lt","evi_03","evi_04","evi_05","evi_06","evi_07","evi_08","evi_09","evi_10","evi_lt","ndvi_03","ndvi_04","ndvi_05","ndvi_06","ndvi_07","ndvi_08","ndvi_09","ndvi_10","ndvi_lt","fpar_03","fpar_04","fpar_05","fpar_06","fpar_07","fpar_08","fpar_09","fpar_10","fpar_lt","lai_03","lai_04","lai_05","lai_06","lai_07","lai_08","lai_09","lai_10","lai_lt","gpp_03","gpp_04","gpp_05","gpp_06","gpp_07","gpp_08","gpp_09","gpp_10","gpp_lt","npp_03","npp_04","npp_05","npp_06","npp_07","npp_08","npp_09","npp_10","npp_lt","height","gHM"
"Canada","MAPP_056",-71.726347,48.757992,0,57.5,90.1,109.9,102.7,68.8,61.5,31.8,40.60666667,0,0,8,0,6.1,35.8,0,0,3.988333333,37.8,37.8,24.1,25.1,19.4,11.6,37.8,37.8,33.27666667,"",2.37,0.86,-2.19,-1.89,-2.1,-3.22,-2.95,-2.6,0.250166667,0,57.5,98.1,109.9,108.8,104.6,61.5,31.8,44.595,59,17,73,117,102,64,141,87,84.65,153.5,197.6,229,238.9,224.3,197.5,140.9,83.7,143.1233333,268,7,0,0,0,0,0,0,98.38333333,-13,-1.2,3.2,9.6,10.9,13.7,7.8,4.5,-3.085,-0.3,9.2,15.5,21.8,22.2,25.2,18.4,12.9,8.095,0.292,0.542,0.737,1.291,1.442,1.708,1.294,0.987,0.730983333,0.12,0.32,0.53,0.62,0.56,0.69,0.3,0.18,0.267833333,990,2200,550,165,36,0.32631713,0.44608548,0.33309504,0.31011674,0.35227025,0.30951095,0.34728092,0.34935766,0.39707464,0.0048,0.199,0.2196,0.2571,0.2652,0.27255,0.23385,0.1984,0.119312174,0.00485,0.5098,0.52395,0.5748,0.58315,0.61765,0.56975,0.5381,0.290276522,0.02375,0.26,0.34375,0.3275,0.478571429,0.4,0.3325,0.207142857,0.186091703,0.025,0.557142857,0.9875,0.9625,1.514285714,1.1625,0.725,0.342857143,0.477074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0.30762818
"Estonia","MAPP_057",26.68533,57.90997,4,57,87.6,88,70.2,83,44.1,29.6,40.19666667,0,0,0,24.2,53.8,0,2.2,0,8.03,108,108,108,66.4,35.9,74.9,72.7,86.4,80.815,"Ess-soo peatland",-2.95,-2.87,-0.62,1.94,0.65,1.18,-0.54,-1.25,-0.973166667,4,57,87.6,112.3,124,83,46.4,29.6,48.22666667,40,34,131,49,42,128,44,46,56.61666667,96.1,154.5,212.7,234.6,227.7,170.9,104.2,49.2,113.47,102,2,0,0,0,0,0,0,24.5,-3.5,0.6,5.3,14,16,10.7,5.9,4.5,3.326666667,3.2,9.5,15.8,23.8,25.8,20.1,13.8,10.1,10.37833333,0.449,0.557,0.892,1.427,1.72,1.435,0.983,0.813,0.823516667,0.17,0.36,0.46,0.85,0.86,0.39,0.27,0.23,0.3385,1040,1200,560,80,35,0.28343123,0.30935863,0.34771186,0.22491956,0.17990302,0.30152902,0.31353,0.32034352,0.2867777,0.0757,0.23745,0.2596,0.347,0.24915,0.23455,0.31295,0.2927,0.214469565,0.0958,0.57995,0.6099,0.71755,0.4783,0.5419,0.6993,0.682,0.484661739,0.23,0.335714286,0.34125,0.6225,0.615714286,0.49375,0.45375,0.388571429,0.326884532,0.3625,0.785714286,0.9,2.2,1.814285714,1.3125,0.9,0.871428571,0.876906318,0.001225,0.011766667,0.028375,0.05625,0.06215,0.039025,0.014825,0.0029,0.019695217,0.001025,0.0105,0.0237,0.04665,0.05165,0.03345,0.01295,0.002233333,0.016873478,120,0.29541415
"Estonia","MAPP_058",24.2392,58.61412,6.3,60.7,84.7,82.1,67,85,41.3,30.3,39.91833333,0,0,5.7,36.7,68.4,0,10.2,0,10.19166667,122.3,122.3,112.5,57.1,35.8,74.6,66,108.4,89.26166667,"Koma peatland",-1.66,-1.94,-0.7,-0.88,-1.9,-0.85,-1.68,-1.68,-1.254,6.3,60.7,90.3,118.8,135.4,85,51.5,30.3,50.11,36,27,78,28,48,130,34,77,57.93333333,94.3,158.5,219.6,238.7,230,170.8,104.4,48.2,113.9716667,84,1,0,0,0,0,0,0,21.36666667,-2.9,1.4,6,14.7,17.7,11.9,7.9,6.1,4.305,3.6,9,15.4,23.4,26.2,19.9,14.6,11.4,10.695,0.487,0.539,0.886,1.408,1.726,1.469,1.03,0.926,0.866733333,0.16,0.38,0.46,0.88,1,0.4,0.34,0.22,0.3385,850,1900,580,100,32,0.40837264,0.3614635,0.31267238,0.21553718,0.16436873,0.3014287,0.3008976,0.3446534,0.31451002,0.1415,0.26845,0.27655,0.37595,0.3719,0.415,0.32675,0.3311,0.233050877,0.33035,0.5723,0.60975,0.6731,0.69315,0.7289,0.6437,0.6721,0.475723684,0.215,0.305714286,0.3,0.56625,0.69,0.605,0.56875,0.43,0.353333333,0.3375,0.671428571,0.6625,1.7125,2.128571429,1.7875,1.1875,1.057142857,0.937472767,0.0027,0.009966667,0.024975,0.06675,0.063175,0.0504,0.02395,0.009033333,0.021546087,0.002325,0.009033333,0.0229,0.057425,0.05145,0.042525,0.020875,0.006033333,0.018635652,21,0.07252204
"Estonia","MAPP_059",22.645054,58.903816,16.9,60,84.7,79.9,66.9,95.3,46.5,32,40.70666667,0,2.3,10.7,39.8,71.2,0,10.2,0,13.78166667,137.5,133.6,116.1,63.3,39.9,70.2,63.4,109.5,93.98666667,"Pihla peatland",-5.1,-5.17,-3.88,-3.76,-4.38,-2.96,-3.51,-3.19,-2.530666667,16.9,62.3,95.4,119.7,138.1,95.3,56.6,32,54.48833333,31,22,71,29,46,132,42,82,54.76666667,95,162.3,225.4,242,233.8,175.8,106.6,48.8,116.4183333,37,0,0,0,0,0,0,0,8.4,-1.8,1.2,5.9,14,17,12.5,8.2,6.7,4.875,4.5,9.3,15.6,22.8,25.7,20.6,15.2,12.1,11.445,0.513,0.567,0.854,1.386,1.727,1.439,1.046,0.973,0.8843,0.18,0.36,0.5,0.81,0.9,0.5,0.37,0.23,0.353666667,1120,1600,570,130,33,0.5874535,0.59643906,0.59643906,0.59643906,0.59643906,0.59643906,0.5811459,0.59643906,0.59081316,0.2182,0.22955,0.24435,0.33955,0.37905,0.41485,0.33125,0.3069,0.247034783,0.51125,0.5722,0.57245,0.71725,0.7077,0.79275,0.6981,0.6276,0.521395652,0.4325,0.464285714,0.4775,0.68625,0.724285714,0.67,0.7275,0.528571429,0.440043573,0.675,0.9,1.0625,2.2875,2.442857143,2.25,1.725,1.4,1.107189542,0.007875,0.019433333,0.03755,0.07645,0.072075,0.038875,0.02695,0.0105,0.025138261,0.00715,0.018166667,0.035025,0.0664,0.0552,0.033425,0.022975,0.0072,0.021957391,21,0.006058483
"Estonia","MAPP_060",25.889696,58.556626,3.3,59.2,83.9,87.5,70.3,84.8,45.8,27,38.60333333,0,0,4.4,25.8,58.2,0,2,0,9.691666667,111.9,111.9,104.3,64.6,36.3,111.9,108.5,111.9,83.89333333,"Soosaare bog",-2.71,-2.81,-1.56,-1.28,-2.22,-0.59,-0.99,-0.87,-1.221,3.3,59.2,88.4,113.3,128.5,84.8,47.8,27,48.295,38,27,79,50,44,172,45,53,55.78333333,93.5,155.8,214.4,233.8,226.4,168.4,102.2,47.3,111.9116667,109,2,0,0,0,0,0,0,25.05,-3.5,1.1,5.7,14.3,17.5,11.5,7,4.9,3.78,3,9.5,15.6,23.5,26.7,20.2,14.2,10.3,10.46666667,0.46,0.535,0.881,1.394,1.721,1.454,1.002,0.859,0.833783333,0.16,0.39,0.47,0.88,1.04,0.41,0.31,0.2,0.352166667,1190,1700,590,85,32,0.24440315,0.2724688,0.26317963,0.15858507,0.13790801,0.25562075,0.27197692,0.27802718,0.23141333,0.14445,0.24705,0.3619,0.38845,0.3703,0.3614,0.2725,0.2848,0.272923478,0.35265,0.56395,0.6024,0.66925,0.6802,0.74565,0.7179,0.6649,0.518426087,0.30875,0.5,0.455,0.58,0.634285714,0.38,0.5625,0.53,0.387995643,0.4875,1.342857143,1.3875,1.625,1.742857143,0.9,1.225,1.142857143,0.966230937,0.002825,0.011566667,0.02995,0.046425,0.046,0.0353,0.0232,0.007166667,0.018443043,0.0024,0.0106,0.0251,0.0396,0.037425,0.02905,0.018775,0.005033333,0.015684783,49,0.31971204
"Estonia","MAPP_061",25.861975,58.537912,3.3,59.8,84.3,87.3,69.3,83.7,45.7,26.9,38.465,0,0,4.7,26.3,59.9,0,2,0,9.966666667,111.9,111.9,103.9,63.7,36,111.9,108.5,111.9,83.21833333,"Tassi peatland",-2.92,-3,-1.75,-1.48,-2.42,-0.73,-1.12,-1,-1.2995,3.3,59.8,89,113.6,129.2,83.7,47.7,26.9,48.43166667,38,25,79,50,44,172,45,51,55.35,93.6,156.5,214.7,234.2,227.1,168.5,102.2,47.5,112.1316667,109,1,0,0,0,0,0,0,25.26666667,-3.5,1.2,5.7,14.4,17.4,11.3,7,4.9,3.79,3,9.6,15.6,23.5,26.6,20.1,14.2,10.3,10.47833333,0.46,0.534,0.879,1.395,1.722,1.454,1.002,0.857,0.834133333,0.16,0.4,0.47,0.88,1.02,0.4,0.31,0.21,0.351833333,1220,1500,630,60,30,0.24440315,0.2724688,0.26317963,0.15858507,0.13790801,0.25562075,0.27197692,0.27802718,0.23141333,0.1253,0.22285,0.4296,0.6951,0.46935,0.41245,0.44665,0.378,0.265668696,0.2821,0.4906,0.70085,0.85085,0.74265,0.6622,0.7408,0.6933,0.4721,0.1475,0.27,0.34625,0.71,0.642857143,0.48,0.4775,0.497142857,0.338954248,0.1875,0.5,0.7875,2.525,2,1.275,0.975,1.085714286,0.857298475,0.0013,0.007266667,0.026375,0.06555,0.0484,0.03535,0.016625,0.0055,0.017853478,0.001075,0.0064,0.022275,0.0478,0.03755,0.02855,0.01335,0.002833333,0.014074348,46,0.18026203
"Alaska","MAPP_062",-148.2962,64.70345,0,1.5,83.9,51.1,49.8,68.2,25.6,0.5,25.805,0,0,0,62.8,64.1,0,11.5,0,11.415,9.4,12.4,46.8,18.4,12.7,42.9,27.3,29.2,26.73833333,"",-1.15,-0.62,0.1,-0.72,-1.03,1.95,1.71,1.43,0.7635,0,1.5,83.9,113.9,113.9,68.2,37.1,0.5,37.22,15,18,18,24,47,104,11,22,28.65,87,155.3,192.6,227.5,189.5,135.6,84.4,37.4,94.8,93,107,0,0,0,0,0,19,37.18333333,-20.9,-8.3,2.9,9.7,11.8,7.7,1.2,-5.3,-6.05,-6.7,4.6,16,22.9,23.7,18.9,11.8,3,4.833333333,0.179,0.306,0.679,1.064,1.137,1.189,0.688,0.532,0.5943,0.06,0.28,0.61,0.94,1.03,0.43,0.34,0.05,0.334833333,890,1400,550,170,31,-9999,0.36249265,0.32806316,0.25316826,0.21460332,0.281515,0.26458868,0.14520441,0.31244588,0.08535,0.21,0.3599,0.4277,0.469,0.4148,0.26625,0.2694,0.238845,0.13585,0.3898,0.73835,0.82935,0.8112,0.75745,0.6205,0.4966,0.489143,0.11875,0.184285714,0.43125,0.75125,0.665714286,0.49125,0.4325,0.318571429,0.354035088,0.1875,0.328571429,1.1375,2.7,2.142857143,1.2375,0.7625,1.142857143,0.927067669,2.5e-05,0.004,0.0259,0.07355,0.060375,0.025525,0.008025,0.001333333,0.019048276,2.5e-05,0.003666667,0.023225,0.0619,0.050025,0.02175,0.007075,-0.000133333,0.016333005,126,0.00128529
"Alaska","MAPP_063",-148.2949,64.70294,0,1.5,83.9,51.1,49.8,68.2,25.6,0.5,25.805,0,0,0,62.8,64.1,0,11.5,0,11.415,9.4,12.4,46.8,18.4,12.7,42.9,27.3,29.2,26.73833333,"",-1.15,-0.62,0.1,-0.72,-1.03,1.95,1.71,1.43,0.7635,0,1.5,83.9,113.9,113.9,68.2,37.1,0.5,37.22,15,18,18,24,47,104,11,22,28.65,87,155.3,192.6,227.5,189.5,135.6,84.4,37.4,94.8,93,107,0,0,0,0,0,19,37.18333333,-20.9,-8.3,2.9,9.7,11.8,7.7,1.2,-5.3,-6.05,-6.7,4.6,16,22.9,23.7,18.9,11.8,3,4.833333333,0.179,0.306,0.679,1.064,1.137,1.189,0.688,0.532,0.5943,0.06,0.28,0.61,0.94,1.03,0.43,0.34,0.05,0.334833333,910,1100,560,130,31,-9999,0.36249265,0.32806316,0.25316826,0.21460332,0.281515,0.26458868,0.14520441,0.31244588,0.0327,0.09585,0.31185,0.39205,0.4179,0.3376,0.22695,0.2277,0.193413,0.0316,0.27445,0.6425,0.76775,0.7658,0.6665,0.5654,0.7147,0.418726,0.0175,0.06,0.31875,0.65125,0.637142857,0.47625,0.4025,0.244285714,0.280125313,0,0.085714286,0.725,1.975,1.957142857,1.1125,0.7,0.657142857,0.684461153,0,0.003,0.016825,0.062325,0.0552,0.02415,0.007475,0.001,0.016481773,0,0.0028,0.0154,0.054475,0.04625,0.020675,0.006525,0.000233333,0.014351232,123,0.001170838
"Alaska","MAPP_064",-148.2928,64.70239,0,1.5,83.9,51.1,49.8,68.2,25.6,0.5,25.805,0,0,0,62.8,64.1,0,11.5,0,11.415,9.4,12.4,46.8,18.4,12.7,42.9,27.3,29.2,26.73833333,"",-1.15,-0.62,0.1,-0.72,-1.03,1.95,1.71,1.43,0.7635,0,1.5,83.9,113.9,113.9,68.2,37.1,0.5,37.22,15,18,18,24,47,104,11,22,28.65,87,155.3,192.6,227.5,189.5,135.6,84.4,37.4,94.8,93,107,0,0,0,0,0,19,37.18333333,-20.9,-8.3,2.9,9.7,11.8,7.7,1.2,-5.3,-6.05,-6.7,4.6,16,22.9,23.7,18.9,11.8,3,4.833333333,0.179,0.306,0.679,1.064,1.137,1.189,0.688,0.532,0.5943,0.06,0.28,0.61,0.94,1.03,0.43,0.34,0.05,0.334833333,930,1200,600,150,30,-9999,0.36249265,0.32806316,0.25316826,0.21460332,0.281515,0.26458868,0.14520441,0.31244588,0.0327,0.09585,0.31185,0.39205,0.4179,0.3376,0.22695,0.2277,0.193413,0.0316,0.27445,0.6425,0.76775,0.7658,0.6665,0.5654,0.7147,0.418726,0.0175,0.06,0.31875,0.65125,0.637142857,0.47625,0.4025,0.244285714,0.280125313,0,0.085714286,0.725,1.975,1.957142857,1.1125,0.7,0.657142857,0.684461153,0,0.003,0.016825,0.062325,0.0552,0.02415,0.007475,0.001,0.016481773,0,0.0028,0.0154,0.054475,0.04625,0.020675,0.006525,0.000233333,0.014351232,122,0.001170838
"Alaska","MAPP_065",-148.3125,64.70099,0,1.5,83.9,51.1,49.8,68.2,25.6,0.5,25.805,0,0,0,62.8,64.1,0,11.5,0,11.415,9.4,12.4,46.8,18.4,12.7,42.9,27.3,29.2,26.73833333,"",-1.15,-0.62,0.1,-0.72,-1.03,1.95,1.71,1.43,0.7635,0,1.5,83.9,113.9,113.9,68.2,37.1,0.5,37.22,15,18,18,24,47,104,11,22,28.65,87,155.3,192.6,227.5,189.5,135.6,84.4,37.4,94.8,93,107,0,0,0,0,0,19,37.18333333,-20.9,-8.3,2.9,9.7,11.8,7.7,1.2,-5.3,-6.05,-6.7,4.6,16,22.9,23.7,18.9,11.8,3,4.833333333,0.179,0.306,0.679,1.064,1.137,1.189,0.688,0.532,0.5943,0.06,0.28,0.61,0.94,1.03,0.43,0.34,0.05,0.334833333,880,1100,560,160,30,-9999,0.36249265,0.32806316,0.25316826,0.21460332,0.281515,0.26458868,0.14520441,0.31244588,0.0817,0.13315,0.3293,0.39695,0.4425,0.34955,0.2421,0.1294,0.228683838,0.12075,0.33,0.71175,0.7967,0.77855,0.72285,0.4453,0.425,0.484675758,0.16375,0.24,0.5175,0.71875,0.644285714,0.515,0.5175,0.378571429,0.359949875,0.25,0.428571429,1.45,2.525,2.057142857,1.2875,1.0125,1.642857143,0.943358396,7.5e-05,0.0064,0.028875,0.06965,0.060475,0.025625,0.009,0.001266667,0.0184,5e-05,0.0057,0.0258,0.05875,0.04965,0.0217,0.007575,-0.000533333,0.015771569,126,0.001234671
"Alaska","MAPP_066",-148.3145,64.70015,0,1.5,83.9,51.1,49.8,68.2,25.6,0.5,25.805,0,0,0,62.8,64.1,0,11.5,0,11.415,9.4,12.4,46.8,18.4,12.7,42.9,27.3,29.2,26.73833333,"",-1.15,-0.62,0.1,-0.72,-1.03,1.95,1.71,1.43,0.7635,0,1.5,83.9,113.9,113.9,68.2,37.1,0.5,37.22,15,18,18,24,47,104,11,22,28.65,87,155.3,192.6,227.5,189.5,135.6,84.4,37.4,94.8,93,107,0,0,0,0,0,19,37.18333333,-20.9,-8.3,2.9,9.7,11.8,7.7,1.2,-5.3,-6.05,-6.7,4.6,16,22.9,23.7,18.9,11.8,3,4.833333333,0.179,0.306,0.679,1.064,1.137,1.189,0.688,0.532,0.5943,0.06,0.28,0.61,0.94,1.03,0.43,0.34,0.05,0.334833333,850,1100,580,160,30,-9999,0.36249265,0.32806316,0.25316826,0.21460332,0.281515,0.26458868,0.14520441,0.31244588,0.13795,0.17955,0.438,0.53715,0.55025,0.45015,0.27085,0.1489,0.289166,0.194,0.3917,0.8046,0.86595,0.8683,0.79765,0.4634,0.4822,0.540674,0.16875,0.227142857,0.535,0.875,0.82,0.6025,0.55125,0.297142857,0.423233083,0.2375,0.385714286,1.5,4,3.557142857,1.775,1.1125,0.885714286,1.361654135,5e-05,0.0066,0.029125,0.080475,0.06835,0.03195,0.010025,0.001,0.022092157,5e-05,0.005866667,0.026125,0.065,0.053275,0.025675,0.0086,0.000266667,0.018047549,126,0.001234671
"Alaska","MAPP_067",-148.3151,64.69923,0,1.5,83.9,51.1,49.8,68.2,25.6,0.5,25.805,0,0,0,62.8,64.1,0,11.5,0,11.415,9.4,12.4,46.8,18.4,12.7,42.9,27.3,29.2,26.73833333,"",-1.15,-0.62,0.1,-0.72,-1.03,1.95,1.71,1.43,0.7635,0,1.5,83.9,113.9,113.9,68.2,37.1,0.5,37.22,15,18,18,24,47,104,11,22,28.65,87,155.3,192.6,227.5,189.5,135.6,84.4,37.4,94.8,93,107,0,0,0,0,0,19,37.18333333,-20.9,-8.3,2.9,9.7,11.8,7.7,1.2,-5.3,-6.05,-6.7,4.6,16,22.9,23.7,18.9,11.8,3,4.833333333,0.179,0.306,0.679,1.064,1.137,1.189,0.688,0.532,0.5943,0.06,0.28,0.61,0.94,1.03,0.43,0.34,0.05,0.334833333,850,1100,580,160,30,-9999,0.36249265,0.32806316,0.25316826,0.21460332,0.281515,0.26458868,0.14520441,0.31244588,0.13795,0.17955,0.438,0.53715,0.55025,0.45015,0.27085,0.1489,0.289166,0.194,0.3917,0.8046,0.86595,0.8683,0.79765,0.4634,0.4822,0.540674,0.16875,0.227142857,0.535,0.875,0.82,0.6025,0.55125,0.297142857,0.423233083,0.2375,0.385714286,1.5,4,3.557142857,1.775,1.1125,0.885714286,1.361654135,5e-05,0.0066,0.029125,0.080475,0.06835,0.03195,0.010025,0.001,0.022092157,5e-05,0.005866667,0.026125,0.065,0.053275,0.025675,0.0086,0.000266667,0.018047549,126,0.001234671
"Ireland","MAPP_068",-6.5497,54.88347,36.3,45.5,74,68.7,59.2,67.6,46.4,29,44.25833333,0,9.4,0,17.3,24,0,0,0,2.713333333,49.7,33.6,49.7,19.9,13.3,44,49.7,49.7,45.44,"",2.92,1.91,2.14,1.49,0.92,0.76,-1.57,-0.89,1.140333333,36.3,54.9,74,86.1,83.2,67.6,46.4,29,46.97166667,70,31,104,41,55,103,74,148,100.8833333,86,147.9,194.6,198.4,181,145.5,108.8,57.7,101.4483333,0,0,0,0,0,0,0,0,0,4,3.5,5.7,10.2,12.9,11.9,11.4,8.4,6.646666667,10.3,10.6,13.4,17.5,19.8,18.5,17.9,14.2,12.855,0.817,0.74,0.92,1.204,1.507,1.445,1.416,1.167,1.0041,0.22,0.3,0.31,0.42,0.4,0.32,0.29,0.2,0.258166667,1160,2000,530,140,32,0.40549698,0.32600752,0.26955366,0.20827608,0.16947204,0.21027578,0.2163388,0.28996333,0.32060954,0.32375,0.4264,0.5265,0.37935,0.3192,0.5916,0.51085,0.3181,0.366688696,0.6256,0.6926,0.74675,0.4443,0.62965,0.82875,0.776,0.7666,0.643858261,0.43125,0.7,0.58375,0.52,0.602857143,0.5125,0.485,0.55,0.528496732,0.8,2.285714286,2.1125,1.725,2.242857143,1.7,1.4625,1.214285714,1.633551198,0.0125,0.020566667,0.0326,0.046325,0.054775,0.030075,0.027275,0.01,0.018842609,0.009675,0.016,0.026375,0.037,0.041975,0.02165,0.017375,0.005466667,0.013397826,40,0.4565595
"Ireland","MAPP_069",-6.547936,54.885308,36.3,45.5,74,68.7,59.2,67.6,46.4,29,44.25833333,0,9.4,0,17.3,24,0,0,0,2.713333333,49.7,33.6,49.7,19.9,13.3,44,49.7,49.7,45.44,"",2.92,1.91,2.14,1.49,0.92,0.76,-1.57,-0.89,1.140333333,36.3,54.9,74,86.1,83.2,67.6,46.4,29,46.97166667,70,31,104,41,55,103,74,148,100.8833333,86,147.9,194.6,198.4,181,145.5,108.8,57.7,101.4483333,0,0,0,0,0,0,0,0,0,4,3.5,5.7,10.2,12.9,11.9,11.4,8.4,6.646666667,10.3,10.6,13.4,17.5,19.8,18.5,17.9,14.2,12.855,0.817,0.74,0.92,1.204,1.507,1.445,1.416,1.167,1.0041,0.22,0.3,0.31,0.42,0.4,0.32,0.29,0.2,0.258166667,1150,2100,550,135,35,0.4233844,0.3473796,0.31468725,0.25068292,0.20588177,0.24697506,0.2648614,0.3298428,0.3550649,0.28665,0.32815,0.43885,0.36305,0.3723,0.4884,0.37215,0.4966,0.351777193,0.57,0.6238,0.70175,0.4676,0.7293,0.77575,0.71245,0.7152,0.621702632,0.4675,0.69,0.59375,0.4675,0.61,0.5775,0.4225,0.53,0.535076253,0.9625,2.028571429,1.875,1.3625,2.171428571,1.975,1.025,1.1,1.683006536,0.012125,0.026466667,0.030975,0.0442,0.0541,0.03015,0.0246,0.0085,0.018827826,0.009375,0.0214,0.0252,0.033475,0.041975,0.0218,0.017425,0.005266667,0.01331087,39,0.46717158
"Ireland","MAPP_070",-6.55074,54.887145,36.3,45.5,74,68.7,59.2,67.6,46.4,29,44.25833333,0,9.4,0,17.3,24,0,0,0,2.713333333,49.7,33.6,49.7,19.9,13.3,44,49.7,49.7,45.44,"",2.92,1.91,2.14,1.49,0.92,0.76,-1.57,-0.89,1.140333333,36.3,54.9,74,86.1,83.2,67.6,46.4,29,46.97166667,70,31,104,41,55,103,74,148,100.8833333,86,147.9,194.6,198.4,181,145.5,108.8,57.7,101.4483333,0,0,0,0,0,0,0,0,0,4,3.5,5.7,10.2,12.9,11.9,11.4,8.4,6.646666667,10.3,10.6,13.4,17.5,19.8,18.5,17.9,14.2,12.855,0.817,0.74,0.92,1.204,1.507,1.445,1.416,1.167,1.0041,0.22,0.3,0.31,0.42,0.4,0.32,0.29,0.2,0.258166667,1130,2000,550,145,36,0.4233844,0.3473796,0.31468725,0.25068292,0.20588177,0.24697506,0.2648614,0.3298428,0.3550649,0.3164,0.35255,0.44765,0.35545,0.39905,0.5083,0.4367,0.2534,0.347018261,0.6054,0.64235,0.7053,0.42675,0.752,0.7816,0.73325,0.7431,0.61684087,0.4675,0.678571429,0.58875,0.48625,0.617142857,0.4275,0.54,0.55,0.527777778,0.9,1.985714286,2.3125,1.375,2.271428571,1.15,2.375,1.428571429,1.600217865,0.01245,0.023633333,0.030975,0.037325,0.0443,0.02205,0.030975,0.009733333,0.018567826,0.00995,0.0191,0.02375,0.031225,0.035175,0.017175,0.013775,0.005366667,0.013242609,39,0.4565595
"Ireland","MAPP_071",-6.547746,54.886594,36.3,45.5,74,68.7,59.2,67.6,46.4,29,44.25833333,0,9.4,0,17.3,24,0,0,0,2.713333333,49.7,33.6,49.7,19.9,13.3,44,49.7,49.7,45.44,"",2.92,1.91,2.14,1.49,0.92,0.76,-1.57,-0.89,1.140333333,36.3,54.9,74,86.1,83.2,67.6,46.4,29,46.97166667,70,31,104,41,55,103,74,148,100.8833333,86,147.9,194.6,198.4,181,145.5,108.8,57.7,101.4483333,0,0,0,0,0,0,0,0,0,4,3.5,5.7,10.2,12.9,11.9,11.4,8.4,6.646666667,10.3,10.6,13.4,17.5,19.8,18.5,17.9,14.2,12.855,0.817,0.74,0.92,1.204,1.507,1.445,1.416,1.167,1.0041,0.22,0.3,0.31,0.42,0.4,0.32,0.29,0.2,0.258166667,1150,2100,550,135,35,0.4233844,0.3473796,0.31468725,0.25068292,0.20588177,0.24697506,0.2648614,0.3298428,0.3550649,0.28665,0.32815,0.43885,0.36305,0.3723,0.4884,0.37215,0.4966,0.351777193,0.57,0.6238,0.70175,0.4676,0.7293,0.77575,0.71245,0.7152,0.621702632,0.4675,0.69,0.59375,0.4675,0.61,0.5775,0.4225,0.53,0.535076253,0.9625,2.028571429,1.875,1.3625,2.171428571,1.975,1.025,1.1,1.683006536,0.012125,0.026466667,0.030975,0.0442,0.0541,0.03015,0.0246,0.0085,0.018827826,0.009375,0.0214,0.0252,0.033475,0.041975,0.0218,0.017425,0.005266667,0.01331087,39,0.46717158
